fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_perdued,results_ossoffj,results_hazels,results_write_ins,results_absentee_perdued,results_absentee_ossoffj,results_absentee_hazels,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,state,retrieved_time
13157,Jackson,37383,31227,4,4,Released as a precinct as first report of the night,99,37685,99%,99% reported,edison,10,some,,20045,,,29166,7262,955,,24293,6235,699,,2021-01-13T14:20:40Z,58.59348,R+59,Perdue +59,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13159,Jasper,7592,5723,3,3,Released as a precinct as first report of the night,99,7647,99%,99% reported,edison,10,unknown,,5181,,,5751,1690,151,,4235,1393,95,,2021-01-13T14:20:49Z,53.49052,R+53,Perdue +53,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13161,Jeff Davis,5698,4032,7,7,Other,99,5774,99%,99% reported,edison,10,unknown,,3910,,,4574,1013,111,0,3197,764,71,0,2021-03-07T03:07:18Z,62.49561,R+62,Perdue +62,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13163,Jefferson,7554,5380,8,8,Merged into voters' home precincts and released with cumulative results,99,7639,99%,99% reported,edison,10,unknown,,4930,,,3539,3913,102,0,2432,2878,70,0,2021-03-07T03:07:31Z,4.95102,D+5,Ossoff +5,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13165,Jenkins,3400,2518,5,5,Other,98,3455,98%,98% reported,edison,10,unknown,,2806,,,2155,1194,51,,1576,913,29,,2021-03-06T23:21:40Z,28.26471,R+28,Perdue +28,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13167,Johnson,4034,3054,4,4,Released as a precinct as first report of the night,98,4100,98%,98% reported,edison,10,unknown,,3190,,,2801,1158,75,0,2047,948,59,0,2021-03-06T23:21:49Z,40.72881,R+41,Perdue +41,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13169,Jones,14842,10938,10,10,Merged into voters' home precincts AFTER election night,99,14940,99%,99% reported,edison,10,unknown,,10683,,,9854,4687,301,0,6896,3850,192,0,2021-03-07T03:07:42Z,34.81337,R+35,Perdue +35,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13171,Lamar,8988,6719,6,6,None,99,9045,99%,99% reported,edison,10,all,,6784,,,6280,2511,197,,4559,2037,123,,2020-12-04T23:43:32Z,41.93369,R+42,Perdue +42,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13173,Lanier,3519,2831,1,1,Released separately AFTER election night,98,3576,98%,98% reported,edison,10,unknown,,2618,,,2481,944,94,,2012,757,62,,2020-12-04T23:43:50Z,43.67718,R+44,Perdue +44,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13175,Laurens,22474,14914,16,16,Released as a precinct at the end of tabulation,99,22732,99%,99% reported,edison,10,all,,14083,,,14363,7698,413,0,8764,5887,263,0,2021-01-13T17:08:59Z,29.65649,R+30,Perdue +30,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13177,Lee,16559,12573,10,10,Merged into voters' home precincts and released with cumulative results,99,16719,99%,99% reported,edison,10,unknown,,10498,,,11862,4424,273,0,8869,3533,171,0,2021-03-07T03:07:52Z,44.91817,R+45,Perdue +45,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13179,Liberty,21091,17631,13,13,Released as a precinct as first report of the night,99,21394,99%,99% reported,edison,10,unknown,,15842,,,7743,12738,610,,6116,11067,448,,2020-12-04T23:46:47Z,23.68309,D+24,Ossoff +24,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13181,Lincoln,4593,3414,7,7,Released as a precinct as first report of the night,99,4641,99%,99% reported,edison,10,unknown,,4384,,,3139,1371,83,0,2237,1116,61,0,2021-03-06T23:21:56Z,38.49336,R+38,Perdue +38,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13183,Long,5581,4043,7,7,Released as a precinct as first report of the night,99,5660,99%,99% reported,edison,10,unknown,,2792,,,3389,2029,163,,2312,1631,100,,2021-01-13T14:24:05Z,24.36839,R+24,Perdue +24,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13185,Lowndes,45772,36978,13,13,Merged into voters' home precincts and released with cumulative results,99,46375,99%,99% reported,edison,10,unknown,,37909,,,25620,19124,1028,,20160,16096,722,,2021-01-13T16:52:29Z,14.19208,R+14,Perdue +14,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13187,Lumpkin,15363,12964,1,1,Merged into voters' home precincts and released with cumulative results,99,15545,99%,99% reported,edison,10,unknown,,9491,,,11941,2926,496,,9967,2623,374,,2021-01-13T14:24:22Z,58.67995,R+59,Perdue +59,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13193,Macon,4593,3554,5,5,Other,98,4663,98%,98% reported,edison,10,unknown,,4178,,,1787,2727,79,0,1439,2058,57,0,2021-03-06T23:22:10Z,20.46593,D+20,Ossoff +20,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13195,Madison,14798,10499,12,12,Other,99,14945,99%,99% reported,edison,10,unknown,,8483,,,11136,3303,359,0,7699,2581,219,0,2021-03-07T03:08:02Z,52.93283,R+53,Perdue +53,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13197,Marion,3599,2611,5,5,Merged into voters' home precincts AFTER election night,99,3626,99%,99% reported,edison,10,unknown,,2134,,,2248,1267,84,0,1524,1035,52,0,2021-03-06T23:22:18Z,27.25757,R+27,Perdue +27,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13189,McDuffie,10370,8908,9,9,Released as a separate subtotal as first report of the night,99,10456,99%,99% reported,edison,10,unknown,,8941,,,6198,3968,204,,5357,3394,157,,2021-01-13T14:24:54Z,21.50434,R+22,Perdue +22,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13191,McIntosh,6602,5326,6,6,Merged into voters' home precincts and released with cumulative results,99,6696,99%,99% reported,edison,10,unknown,,6114,,,3967,2498,137,,3166,2074,86,,2020-12-04T23:51:24Z,22.25083,R+22,Perdue +22,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13199,Meriwether,10778,7336,14,14,Released as a precinct as first report of the night,99,10880,99%,99% reported,edison,10,unknown,,5128,,,6432,4135,195,16,4266,2953,117,0,2021-01-13T14:25:04Z,21.31193,R+21,Perdue +21,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13201,Miller,2781,2074,1,1,Released as a separate subtotal in the middle of the tabulation,98,2834,98%,98% reported,edison,10,unknown,,2251,,,2047,687,47,,1520,521,33,,2020-12-04T23:52:53Z,48.90327,R+49,Perdue +49,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13205,Mitchell,8871,6488,11,11,Other,99,8963,99%,99% reported,edison,10,unknown,,6909,,,4921,3832,118,,3380,3033,75,,2021-01-13T16:50:51Z,12.27596,R+12,Perdue +12,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13207,Monroe,15428,11602,14,14,Released as a separate subtotal as first report of the night,99,15592,99%,99% reported,edison,10,unknown,,9966,,,10929,4205,294,,7918,3502,182,,2021-01-13T14:25:21Z,43.5831,R+44,Perdue +44,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13209,Montgomery,3920,2554,7,7,"As a subtotal in the FIRST cumulative report, along with regular precincts",99,3968,99%,99% reported,edison,10,all,,2408,,,2927,931,62,,1842,680,32,,2021-03-07T03:08:14Z,50.91837,R+51,Perdue +51,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13211,Morgan,11627,9221,7,7,Merged into voters' home precincts and released with cumulative results,99,11710,99%,99% reported,edison,10,all,,7670,,,8259,3151,217,,6380,2683,158,,2021-01-13T14:25:42Z,43.93223,R+44,Perdue +44,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13213,Murray,15151,10721,7,7,Merged into voters' home precincts and released with cumulative results,98,15395,98%,98% reported,edison,10,unknown,,6982,,,12493,2296,362,0,8737,1727,257,0,2021-03-07T03:08:26Z,67.30249,R+67,Perdue +67,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13215,Muscogee,79550,66126,25,25,Merged into voters' home precincts and released with cumulative results,99,80528,99%,99% reported,edison,10,unknown,,59253,,,30226,47552,1772,,23791,41026,1309,,2021-03-06T23:22:29Z,21.78001,D+22,Ossoff +22,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13217,Newton,53778,35830,22,22,None,99,54263,99%,99% reported,edison,10,unknown,,40739,,,23408,29220,1150,,12721,22444,665,,2021-01-13T14:26:39Z,10.80739,D+11,Ossoff +11,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13219,Oconee,25142,21603,12,12,Merged into voters' home precincts and released with cumulative results,100,25193,100%,100% reported,edison,10,unknown,,16322,,,17108,7465,569,,14388,6805,410,,2021-01-13T14:26:53Z,38.35415,R+38,Perdue +38,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13221,Oglethorpe,8057,6556,3,3,Merged into voters' home precincts and released with cumulative results,99,8138,99%,99% reported,edison,10,some,,4622,,,5500,2323,234,,4452,1916,188,,2021-01-13T14:27:03Z,39.43155,R+39,Perdue +39,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13223,Paulding,84548,70685,19,19,Released as a precinct as first report of the night,99,85417,99%,99% reported,edison,10,unknown,,61685,,,53485,28755,2308,,44010,24975,1700,,2021-01-13T14:27:55Z,29.24966,R+29,Perdue +29,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13225,Peach,12432,10610,7,7,Other,99,12554,99%,99% reported,edison,10,some,,12557,,,6483,5702,247,,5517,4897,196,,2021-03-07T03:10:49Z,6.28218,R+6,Perdue +6,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13227,Pickens,16969,10216,12,12,"As a precinct in the FIRST cumulative report, along with regular precincts",99,17172,99%,99% reported,edison,10,unknown,,10978,,,13860,2678,431,,7985,2023,208,,2021-03-06T23:22:42Z,65.89664,R+66,Perdue +66,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13229,Pierce,8941,7605,8,8,Released as a separate subtotal as first report of the night,99,9048,99%,99% reported,edison,10,some,,6190,,,7810,1002,129,,6626,878,101,,2021-01-13T14:28:20Z,76.14361,R+76,Perdue +76,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13231,Pike,10649,7999,8,8,Released as a precinct at the end of tabulation,99,10721,99%,99% reported,edison,10,some,,7038,,,9045,1430,174,,6727,1158,114,,2021-01-13T14:28:31Z,71.50906,R+72,Perdue +72,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13233,Polk,17235,13728,7,7,Released as a precinct as first report of the night,99,17399,99%,99% reported,edison,10,unknown,,13243,,,13282,3537,416,,10507,2918,303,,2021-01-13T14:28:48Z,56.54192,R+57,Perdue +57,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13235,Pulaski,4005,3503,1,1,None,98,4081,98%,98% reported,edison,10,some,,3709,,,2787,1139,79,,2455,986,62,,2020-12-04T23:51:01Z,41.14856,R+41,Perdue +41,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13237,Putnam,11767,9713,5,5,"As a precinct in the FIRST cumulative report, along with regular precincts",99,11857,99%,99% reported,edison,10,some,,8776,,,8279,3299,189,,6742,2838,133,,2021-01-13T14:29:10Z,42.32175,R+42,Perdue +42,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13239,Quitman,1086,762,2,2,None,98,1106,98%,98% reported,edison,10,some,,990,,,600,470,15,1,442,313,7,0,2020-12-04T23:51:05Z,11.97053,R+12,Perdue +12,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13241,Rabun,9472,8051,1,1,Released as a precinct at the end of tabulation,99,9574,99%,99% reported,edison,10,unknown,,9325,,,7392,1825,255,,6225,1637,189,,2021-01-13T14:29:19Z,58.77323,R+59,Perdue +59,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13243,Randolph,3041,2313,6,6,Other,99,3073,99%,99% reported,edison,10,all,,2326,,,1404,1606,31,,1083,1208,22,,2021-03-07T03:08:39Z,6.64255,D+7,Ossoff +7,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13245,Richmond,85968,64967,68,68,None,99,87077,99%,99% reported,edison,10,some,,59720,,,27052,56786,2130,,18493,45053,1421,,2021-03-07T03:08:49Z,34.58729,D+35,Ossoff +35,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13247,Rockdale,44263,38020,16,16,Released as a precinct as first report of the night,99,44699,99%,99% reported,edison,10,unknown,,42981,,,12716,30641,906,,10284,27047,689,,2021-01-13T14:29:42Z,40.49658,D+40,Ossoff +40,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13249,Schley,2256,1882,1,1,Released as a precinct as first report of the night,99,2275,99%,99% reported,edison,10,unknown,,1795,,,1783,439,34,,1479,376,27,,2020-11-24T13:26:16Z,59.57447,R+60,Perdue +60,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13251,Screven,6547,4657,12,12,Other,99,6629,99%,99% reported,edison,10,unknown,,4550,,,3893,2589,65,,2641,1980,36,,2021-01-13T14:29:51Z,19.91752,R+20,Perdue +20,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13253,Seminole,3838,2592,5,5,Other,99,3888,99%,99% reported,edison,10,unknown,,2571,,,2597,1187,54,0,1663,896,33,0,2021-03-06T23:22:56Z,36.73788,R+37,Perdue +37,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13255,Spalding,29764,20959,18,18,None,98,30219,98%,98% reported,edison,10,unknown,,23630,,,17768,11355,641,0,12129,8451,379,0,2021-03-07T03:08:57Z,21.54616,R+22,Perdue +22,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13257,Stephens,11768,10217,1,1,Released as a separate subtotal as first report of the night,99,11885,99%,99% reported,edison,10,unknown,,9197,,,9353,2187,228,,8145,1898,174,,2020-12-04T23:47:52Z,60.89395,R+61,Perdue +61,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13259,Stewart,1953,1421,4,4,None,98,1990,98%,98% reported,edison,10,unknown,,1402,,,803,1115,35,0,573,826,22,0,2021-03-06T23:23:07Z,15.97542,D+16,Ossoff +16,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13261,Sumter,12022,9323,11,11,Merged into voters' home precincts and released with cumulative results,99,12150,99%,99% reported,edison,10,some,,10757,,,5743,6114,165,,4221,4986,116,,2021-01-13T16:51:28Z,3.08601,D+3,Ossoff +3,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13263,Talbot,3450,2438,7,7,Merged into voters' home precincts and released with cumulative results,98,3524,98%,98% reported,edison,10,unknown,,2304,,,1386,2013,51,,920,1485,33,,2021-01-13T14:30:24Z,18.17391,D+18,Ossoff +18,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13265,Taliaferro,902,704,2,2,None,97,928,97%,97% reported,edison,10,unknown,,946,,,366,521,15,,267,424,13,,2020-12-04T23:49:47Z,17.18404,D+17,Ossoff +17,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13267,Tattnall,8091,6130,8,8,Other,99,8187,99%,99% reported,edison,10,unknown,,5459,,,5954,1978,159,,4462,1566,102,,2021-01-13T14:30:32Z,49.14102,R+49,Perdue +49,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13269,Taylor,3792,3147,3,3,Released as a separate subtotal as first report of the night,99,3842,99%,99% reported,edison,10,unknown,,2794,,,2399,1312,81,,2041,1037,69,,2020-12-04T23:46:39Z,28.66561,R+29,Perdue +29,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13271,Telfair,4255,2979,6,6,None,98,4335,98%,98% reported,edison,10,unknown,,2662,,,2751,1435,69,,1817,1119,43,,2021-03-07T03:09:06Z,30.92832,R+31,Perdue +31,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13273,Terrell,4375,3133,6,6,Merged into voters' home precincts and released with cumulative results,99,4416,99%,99% reported,edison,10,unknown,,3389,,,2040,2277,58,0,1365,1728,40,0,2021-03-06T23:23:24Z,5.41714,D+5,Ossoff +5,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13275,Thomas,21600,17362,20,20,None,99,21877,99%,99% reported,edison,10,unknown,,17408,,,13020,8158,422,,10311,6767,284,,2021-01-13T16:52:48Z,22.50926,R+23,Perdue +23,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13277,Tift,16092,12206,12,12,Released as a precinct as first report of the night,99,16280,99%,99% reported,edison,10,all,,12083,,,10814,4956,305,17,8100,3894,199,13,2021-03-07T03:09:17Z,36.40318,R+36,Perdue +36,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13279,Toombs,10798,8393,5,5,Released as a precinct as first report of the night,99,10914,99%,99% reported,edison,10,unknown,,6590,,,7793,2832,173,,6011,2252,130,,2020-12-04T23:37:45Z,45.94369,R+46,Perdue +46,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13281,Towns,7888,6767,3,3,None,99,7979,99%,99% reported,edison,10,unknown,,7256,,,6291,1451,146,,5328,1327,112,,2020-12-04T23:48:56Z,61.35903,R+61,Perdue +61,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13283,Treutlen,3023,2481,2,2,Released with cumulative results periodically election night,98,3077,98%,98% reported,edison,10,unknown,,2098,,,2078,893,52,,1673,774,34,,2020-12-04T23:48:35Z,39.19947,R+39,Perdue +39,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13285,Troup,29809,22146,14,14,None,99,30057,99%,99% reported,edison,10,unknown,,20235,,,18162,11111,536,0,13462,8356,328,0,2021-01-13T14:31:26Z,23.65393,R+24,Perdue +24,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13287,Turner,3741,3031,3,3,None,99,3791,99%,99% reported,edison,10,all,,3227,,,2334,1345,62,,1967,1022,42,,2020-12-04T23:39:44Z,26.43678,R+26,Perdue +26,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13289,Twiggs,4381,3106,5,5,Released as a precinct as first report of the night,99,4444,99%,99% reported,edison,10,unknown,,2886,,,2313,1981,87,0,1506,1548,52,0,2021-03-06T23:23:36Z,7.57818,R+8,Perdue +8,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13291,Union,15378,11646,11,11,Merged into voters' home precincts AFTER election night,99,15562,99%,99% reported,edison,10,all,,11110,,,12423,2616,339,,9085,2324,237,,2021-01-13T14:31:41Z,63.77292,R+64,Perdue +64,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13293,Upson,12784,10754,4,4,None,99,12907,99%,99% reported,edison,10,unknown,,9845,,,8568,4000,216,,7208,3384,162,,2021-01-13T14:31:52Z,35.73217,R+36,Perdue +36,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13295,Walker,28999,22301,11,11,Released as a precinct as first report of the night,99,29374,99%,99% reported,edison,10,unknown,,18011,,,22650,5435,883,31,17220,4478,580,23,2021-03-07T03:09:29Z,59.36412,R+59,Perdue +59,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13297,Walton,50738,39190,21,21,Other,99,51098,99%,99% reported,edison,10,unknown,,26750,,,37399,12146,1193,,28356,10039,795,,2021-01-13T14:32:27Z,49.77137,R+50,Perdue +50,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13299,Ware,13979,10920,12,12,Other,99,14189,99%,99% reported,edison,10,unknown,,9136,,,9773,3937,269,0,7295,3437,188,0,2020-12-04T23:42:05Z,41.74834,R+42,Perdue +42,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13301,Warren,2614,2150,1,1,Other,99,2650,99%,99% reported,edison,10,unknown,,1914,,,1161,1407,46,0,982,1133,35,0,2020-12-04T23:42:18Z,9.41086,D+9,Ossoff +9,democrat,ossoffj,georgia,2021-05-09T20:05:54.175111Z
13303,Washington,9279,6731,8,8,None,98,9480,98%,98% reported,edison,10,unknown,,6994,,,4630,4477,172,,3171,3451,109,,2021-01-13T14:32:37Z,1.64888,R+1.6,Perdue +1.6,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13305,Wayne,12633,9664,12,12,None,99,12782,99%,99% reported,edison,10,unknown,,8427,,,9734,2655,244,0,7302,2187,175,0,2021-03-07T03:09:42Z,56.03578,R+56,Perdue +56,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13307,Webster,1372,1093,1,1,Released as a precinct as first report of the night,99,1391,99%,99% reported,edison,10,unknown,,994,,,736,626,10,,600,485,8,,2020-12-04T23:43:21Z,8.01749,R+8,Perdue +8,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13309,Wheeler,2258,1620,2,2,None,99,2285,99%,99% reported,edison,10,unknown,,293,,,1562,657,35,4,1118,476,26,0,2020-12-04T23:48:08Z,40.07972,R+40,Perdue +40,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13311,White,14716,10815,11,11,Released as a precinct at the end of tabulation,99,14831,99%,99% reported,edison,10,all,,8221,,,12072,2273,371,,8680,1894,241,,2021-01-13T14:32:56Z,66.58739,R+67,Perdue +67,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13313,Whitfield,36297,24356,23,23,None,99,36766,99%,99% reported,edison,10,unknown,,18126,,,25158,10177,962,,16401,7392,563,,2020-12-04T23:44:10Z,41.27338,R+41,Perdue +41,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13315,Wilcox,3230,2205,6,6,None,99,3279,99%,99% reported,edison,10,unknown,,2054,,,2369,805,56,0,1641,527,37,0,2020-12-04T23:44:32Z,48.42105,R+48,Perdue +48,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13317,Wilkes,4951,3726,7,7,None,98,5031,98%,98% reported,edison,10,unknown,,3725,,,2810,2057,78,6,2102,1572,52,0,2021-03-07T03:09:52Z,15.20905,R+15,Perdue +15,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13319,Wilkinson,4704,2874,9,9,Released as a separate subtotal as first report of the night,99,4770,99%,99% reported,edison,10,unknown,,2746,,,2608,2017,79,0,1338,1489,47,0,2020-12-04T23:45:06Z,12.56378,R+13,Perdue +13,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
13321,Worth,9210,5845,15,15,None,99,9285,99%,99% reported,edison,10,unknown,,5098,,,6726,2327,157,0,3997,1747,101,0,2020-12-04T23:47:49Z,47.7633,R+48,Perdue +48,republican,perdued,georgia,2021-05-09T20:05:54.175111Z
