fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_cornynj,results_hegarm,results_mckennonk,results_collinsda,results_write_ins,results_absentee_cornynj,results_absentee_hegarm,results_absentee_mckennonk,results_absentee_collinsda,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,state,retrieved_time
48337,Montague,9759,7992,16,16,Released as a precinct as first report of the night,99,9814,99%,99% reported,edison,10,unknown,,582,,,8526,1051,135,47,0,6975,887,96,34,0,2021-02-17T17:19:39Z,76.59596,R+77,Cornyn +77,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48339,Montgomery,268838,234416,101,101,Released as a precinct as first report of the night,99,271451,99%,99% reported,edison,10,some,,200221,,,194528,68254,4844,1208,4,169404,60404,3709,899,0,2021-01-08T20:06:39Z,46.97029,R+47,Cornyn +47,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48341,Moore,5447,3730,8,8,Released as a precinct as first report of the night,99,5508,99%,99% reported,edison,10,unknown,,3973,,,4314,999,102,32,0,3133,531,53,13,0,2021-02-17T17:21:40Z,60.85919,R+61,Cornyn +61,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48343,Morris,5481,4071,9,9,Released as a precinct as first report of the night,98,5587,98%,98% reported,edison,10,all,,4099,,,3753,1639,66,21,2,2748,1273,39,11,0,2021-02-17T17:19:59Z,38.5696,R+39,Cornyn +39,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48345,Motley,638,432,7,7,Released as a precinct as first report of the night,98,652,98%,98% reported,edison,10,unknown,,503,,,591,44,3,0,,399,32,1,0,,2021-02-17T17:20:13Z,85.73668,R+86,Cornyn +86,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48347,Nacogdoches,26499,22190,26,26,Released as a precinct as first report of the night,99,26763,99%,99% reported,edison,10,unknown,,20976,,,17370,8487,476,163,3,14197,7504,366,123,0,2021-02-17T17:20:24Z,33.52202,R+34,Cornyn +34,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48349,Navarro,18962,13936,30,30,Released as a precinct as first report of the night,99,19121,99%,99% reported,edison,10,unknown,,13004,,,13701,4821,315,125,,10008,3643,217,68,,2021-02-17T17:20:37Z,46.8305,R+47,Cornyn +47,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48351,Newton,6017,4037,23,23,Released as a precinct as first report of the night,99,6094,99%,99% reported,edison,10,unknown,,3864,,,4784,1163,47,23,0,3169,825,31,12,0,2021-02-22T20:06:54Z,60.17949,R+60,Cornyn +60,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48353,Nolan,5281,3510,10,10,Released as a precinct as first report of the night,99,5356,99%,99% reported,edison,10,unknown,,3284,,,4102,1077,84,18,,2684,770,49,7,,2021-02-17T17:20:48Z,57.28082,R+57,Cornyn +57,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48355,Nueces,125314,109437,128,128,Released as a precinct as first report of the night,98,127314,98%,98% reported,edison,10,unknown,,100673,,,64558,57180,2564,997,15,56148,50589,1949,751,0,2021-02-17T17:20:54Z,5.88761,R+6,Cornyn +6,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48357,Ochiltree,3106,2215,5,5,Released as a precinct as first report of the night,98,3156,98%,98% reported,edison,10,unknown,,2376,,,2783,278,36,8,1,2001,184,24,5,1,2021-02-22T20:14:18Z,80.65035,R+81,Cornyn +81,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48359,Oldham,996,618,8,8,Released as a precinct as first report of the night,99,1009,99%,99% reported,edison,10,unknown,,538,,,908,74,9,5,0,574,37,6,1,0,2021-02-17T17:21:02Z,83.73494,R+84,Cornyn +84,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48361,Orange,35693,30274,35,35,Released as a precinct as first report of the night,99,35994,99%,99% reported,edison,10,all,,33059,,,28720,6249,572,140,12,24366,5358,433,117,0,2021-02-22T20:07:40Z,62.95632,R+63,Cornyn +63,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48363,Palo Pinto,12328,9502,28,28,Released as a precinct as first report of the night,99,12485,99%,99% reported,edison,10,unknown,,7232,,,9999,2028,231,70,,7611,1683,156,52,,2021-02-22T19:57:51Z,64.65769,R+65,Cornyn +65,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48365,Panola,11303,7982,20,20,Released as a precinct as first report of the night,99,11451,99%,99% reported,edison,10,unknown,,9139,,,9145,2015,109,30,4,6422,1476,70,14,0,2021-02-22T20:07:47Z,63.0806,R+63,Cornyn +63,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48367,Parker,75520,64871,44,44,Released as a precinct as first report of the night,99,76128,99%,99% reported,edison,10,all,,50658,,,61705,11919,1568,325,3,53053,10387,1178,251,2,2020-11-24T13:26:57Z,65.92426,R+66,Cornyn +66,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48369,Parmer,2627,1300,10,10,Released as a precinct as first report of the night,99,2650,99%,99% reported,edison,10,unknown,,1526,,,2132,454,28,13,0,1096,198,6,0,0,2021-02-17T17:21:16Z,63.87514,R+64,Cornyn +64,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48371,Pecos,4569,3799,10,10,Released as a precinct as first report of the night,98,4668,98%,98% reported,edison,10,unknown,,4379,,,3081,1376,79,32,1,2575,1150,50,24,0,2021-02-17T17:21:30Z,37.3167,R+37,Cornyn +37,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48373,Polk,23531,19833,22,22,Released as a precinct as first report of the night,97,24181,97%,97% reported,edison,10,unknown,,22445,,,17735,5237,426,133,,14943,4468,332,90,,2021-02-17T17:22:04Z,53.11291,R+53,Cornyn +53,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48375,Potter,32836,26504,25,25,Released as a precinct as first report of the night,99,33321,99%,99% reported,edison,10,unknown,,24501,,,22683,9168,738,247,0,18456,7372,518,158,0,2021-02-17T17:22:14Z,41.15909,R+41,Cornyn +41,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48377,Presidio,2091,1708,8,8,Released as a precinct as first report of the night,94,2217,94%,94% reported,edison,10,unknown,,1723,,,651,1374,29,37,0,488,1176,20,24,0,2021-02-17T17:22:21Z,34.57676,D+35,Hegar +35,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48379,Rains,5956,4946,9,9,Released as a precinct as first report of the night,98,6053,98%,98% reported,edison,10,unknown,,3940,,,5060,789,81,26,,4212,663,52,19,,2020-11-28T14:34:54Z,71.7092,R+72,Cornyn +72,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48381,Randall,64322,55830,23,23,Released as a precinct as first report of the night,99,64674,99%,99% reported,edison,10,unknown,,56579,,,51116,11618,1348,234,6,44536,10105,1013,176,0,2021-02-22T20:07:56Z,61.40667,R+61,Cornyn +61,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48383,Reagan,1069,857,5,5,Released as a precinct as first report of the night,95,1124,95%,95% reported,edison,10,unknown,,756,,,893,154,13,9,,721,119,10,7,,2020-11-24T13:26:50Z,69.13003,R+69,Cornyn +69,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48385,Real,1939,1614,6,6,Released as a precinct as first report of the night,98,1982,98%,98% reported,edison,10,unknown,,1530,,,1626,286,19,8,0,1352,243,15,4,0,2021-02-17T17:22:28Z,69.10779,R+69,Cornyn +69,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48387,Red River,5732,4217,20,20,Released as a precinct as first report of the night,99,5806,99%,99% reported,edison,10,unknown,,5311,,,4452,1191,58,31,0,3213,958,30,16,0,2021-02-17T17:22:34Z,56.89114,R+57,Cornyn +57,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48389,Reeves,3436,2549,12,12,Released as a precinct as first report of the night,93,3687,93%,93% reported,edison,10,unknown,,2241,,,1983,1337,73,43,0,1411,1072,42,24,0,2021-02-17T17:22:41Z,18.80093,R+19,Cornyn +19,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48391,Refugio,3173,2393,11,11,Released as a precinct as first report of the night,94,3366,94%,94% reported,edison,10,unknown,,2120,,,2073,1023,52,24,1,1580,765,34,14,0,2021-02-17T17:22:54Z,33.09171,R+33,Cornyn +33,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48393,Roberts,545,360,5,5,Released as a precinct as first report of the night,99,550,99%,99% reported,edison,10,unknown,,399,,,526,15,4,0,0,348,9,3,0,0,2021-02-17T17:23:07Z,93.76147,R+94,Cornyn +94,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48395,Robertson,7989,6449,16,16,Released as a precinct as first report of the night,99,8099,99%,99% reported,edison,10,unknown,,7781,,,5590,2244,118,36,1,4550,1792,82,25,0,2021-02-17T17:23:18Z,41.88259,R+42,Cornyn +42,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48397,Rockwall,53782,36757,18,18,Released as a precinct as first report of the night,93,57704,93%,93% reported,edison,10,all,,36546,,,37584,15009,932,257,0,36012,0,745,0,0,2020-12-11T21:56:50Z,41.97501,R+42,Cornyn +42,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48399,Runnels,4328,3020,11,11,Released as a precinct as first report of the night,98,4409,98%,98% reported,edison,10,unknown,,,,,3722,515,66,25,0,2618,356,37,9,0,2021-02-17T17:23:29Z,74.09889,R+74,Cornyn +74,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48401,Rusk,21179,16025,23,23,Released as a precinct as first report of the night,99,21368,99%,99% reported,edison,10,unknown,,18369,,,16367,4455,277,78,2,12281,3519,179,46,0,2021-02-17T17:23:41Z,56.24439,R+56,Cornyn +56,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48403,Sabine,5437,4269,9,9,Released as a precinct as first report of the night,99,5487,99%,99% reported,edison,10,unknown,,4544,,,4678,688,46,23,2,3666,553,34,16,0,2021-02-22T19:49:52Z,73.38606,R+73,Cornyn +73,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48405,San Augustine,3877,2837,12,12,Released as a precinct as first report of the night,97,4002,97%,97% reported,edison,10,unknown,,3105,,,2898,928,39,12,,2048,758,22,9,,2021-02-22T19:50:02Z,50.81248,R+51,Cornyn +51,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48407,San Jacinto,12363,10187,12,12,Released as a precinct as first report of the night,98,12638,98%,98% reported,edison,10,unknown,,9360,,,9808,2268,224,63,0,8068,1897,175,47,0,2021-02-22T19:50:07Z,60.98843,R+61,Cornyn +61,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48409,San Patricio,25316,21558,26,26,Released as a precinct as first report of the night,98,25888,98%,98% reported,edison,10,unknown,,19161,,,16174,8494,487,161,0,13775,7292,364,127,0,2021-02-22T19:50:16Z,30.33655,R+30,Cornyn +30,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48411,San Saba,2500,1785,4,4,Released as a precinct as first report of the night,96,2602,96%,96% reported,edison,10,unknown,,1940,,,2218,270,9,3,0,1567,215,2,1,0,2021-02-22T19:50:22Z,77.92,R+78,Cornyn +78,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48413,Schleicher,1132,890,5,5,Released as a precinct as first report of the night,98,1159,98%,98% reported,edison,10,unknown,,1035,,,927,191,10,4,0,733,146,8,3,0,2021-02-22T19:50:30Z,65.01767,R+65,Cornyn +65,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48415,Scurry,5797,4591,12,12,Released as a precinct as first report of the night,99,5869,99%,99% reported,edison,10,unknown,,4983,,,4870,805,89,32,1,3886,630,53,22,0,2021-02-22T19:50:44Z,70.12248,R+70,Cornyn +70,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48417,Shackelford,1607,1231,8,8,Released as a precinct as first report of the night,99,1628,99%,99% reported,edison,10,unknown,,1206,,,1475,115,14,3,0,1138,85,5,3,0,2021-02-22T19:51:02Z,84.62974,R+85,Cornyn +85,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48419,Shelby,9992,6912,15,15,Released as a precinct as first report of the night,99,10084,99%,99% reported,edison,10,unknown,,7145,,,7868,2022,75,27,0,5356,1493,48,15,0,2021-02-22T19:51:17Z,58.50681,R+59,Cornyn +59,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48421,Sherman,987,678,5,5,Released as a precinct as first report of the night,100,991,100%,100% reported,edison,10,unknown,,974,,,889,88,7,2,1,604,69,4,0,1,2021-02-22T19:51:24Z,81.15502,R+81,Cornyn +81,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48423,Smith,99887,86677,74,74,Released as a precinct as first report of the night,100,100075,100%,100% reported,edison,10,unknown,,90067,,,69574,28385,1484,443,1,60615,24637,1095,330,0,2021-02-22T19:51:37Z,41.2356,R+41,Cornyn +41,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48425,Somervell,4921,4247,4,4,Released as a precinct as first report of the night,99,4947,99%,99% reported,edison,10,all,,3539,,,4103,712,78,27,1,3543,622,61,21,0,2020-12-14T20:18:38Z,68.90876,R+69,Cornyn +69,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48427,Starr,14751,12079,10,10,Released as a precinct as first report of the night,84,17525,84%,84% reported,edison,10,unknown,,12032,,,5845,8161,357,387,1,4651,6836,287,305,0,2020-12-14T20:19:48Z,15.70063,D+16,Hegar +16,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48429,Stephens,3735,2969,9,9,Released as a precinct as first report of the night,98,3800,98%,98% reported,edison,10,unknown,,3737,,,3312,374,32,17,0,2622,311,23,13,0,2021-02-22T19:51:56Z,78.66131,R+79,Cornyn +79,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48431,Sterling,621,473,4,4,Released as a precinct as first report of the night,97,639,97%,97% reported,edison,10,unknown,,408,,,567,47,2,5,0,437,33,1,2,0,2021-02-22T19:52:08Z,83.73591,R+84,Cornyn +84,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48433,Stonewall,714,713,4,4,Released as a precinct as first report of the night,97,736,97%,97% reported,edison,10,all,,437,,,586,122,3,3,0,586,122,2,3,0,2021-02-22T20:08:20Z,64.98599,R+65,Cornyn +65,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48435,Sutton,1529,1308,5,5,Released as a precinct as first report of the night,98,1557,98%,98% reported,edison,10,unknown,,1807,,,1204,305,10,10,0,1033,262,5,8,0,2021-02-22T19:53:15Z,58.7966,R+59,Cornyn +59,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48437,Swisher,2319,1742,9,9,Released as a precinct as first report of the night,98,2355,98%,98% reported,edison,10,unknown,,1756,,,1795,464,44,15,1,1373,335,26,8,0,2021-02-22T19:52:36Z,57.39543,R+57,Cornyn +57,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48439,Tarrant,828116,752265,730,730,Released as a precinct as first report of the night,99,834697,99%,99% reported,edison,10,some,,685898,,,423117,382408,16443,6130,18,387136,345159,14559,5407,4,2021-02-22T19:44:20Z,4.91586,R+5,Cornyn +5,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48441,Taylor,54483,44931,35,35,Released as a precinct as first report of the night,99,55112,99%,99% reported,edison,10,unknown,,48518,,,39887,13074,1209,309,4,32709,11120,874,228,0,2021-02-22T19:43:55Z,49.21352,R+49,Cornyn +49,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48443,Terrell,450,354,5,5,Released as a precinct as first report of the night,98,458,98%,98% reported,edison,10,unknown,,648,,,324,116,5,3,2,248,96,5,3,2,2021-02-22T19:53:06Z,46.22222,R+46,Cornyn +46,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48445,Terry,3524,2825,8,8,Released as a precinct as first report of the night,98,3612,98%,98% reported,edison,10,unknown,,3782,,,2731,714,63,16,0,2217,551,47,10,0,2021-02-22T19:43:41Z,57.2361,R+57,Cornyn +57,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48447,Throckmorton,874,528,6,6,Released as a precinct as first report of the night,97,899,97%,97% reported,edison,10,unknown,,614,,,788,76,7,3,0,479,44,4,1,0,2021-02-22T19:43:34Z,81.46453,R+81,Cornyn +81,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48449,Titus,10376,8131,19,19,Released as a precinct as first report of the night,98,10539,98%,98% reported,edison,10,unknown,,7555,,,7426,2748,152,50,0,5889,2104,103,35,0,2021-02-22T19:43:23Z,45.08481,R+45,Cornyn +45,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48451,Tom Green,44823,33043,35,35,Released as a precinct as first report of the night,99,45210,99%,99% reported,edison,10,all,,37998,,,32340,11371,876,234,2,23496,8872,534,141,0,2020-12-11T21:57:23Z,46.78179,R+47,Cornyn +47,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48453,Travis,600609,547352,248,248,Released as a precinct as first report of the night,98,610349,98%,98% reported,edison,10,all,,391428,,,175860,408528,12006,4191,24,154205,380260,9537,3350,0,2021-01-08T20:13:08Z,38.73868,D+39,Hegar +39,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48455,Trinity,6812,5244,20,20,Released as a precinct as first report of the night,98,6938,98%,98% reported,edison,10,unknown,,6125,,,5445,1258,79,30,,4206,970,46,22,,2021-02-22T19:43:16Z,61.46506,R+61,Cornyn +61,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48457,Tyler,9523,6601,18,18,Released as a precinct as first report of the night,99,9660,99%,99% reported,edison,10,unknown,,6461,,,7916,1400,154,53,0,5390,1077,97,37,0,2021-02-22T19:43:03Z,68.42382,R+68,Cornyn +68,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48459,Upshur,18653,15148,22,22,Released as a precinct as first report of the night,99,18887,99%,99% reported,edison,10,all,,12933,,,15470,2804,320,55,4,12518,2375,217,38,0,2021-02-22T19:42:48Z,67.90329,R+68,Cornyn +68,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48461,Upton,1336,1035,5,5,Released as a precinct as first report of the night,98,1368,98%,98% reported,edison,10,unknown,,1421,,,1147,160,18,11,,887,125,14,9,,2021-02-22T19:42:27Z,73.87725,R+74,Cornyn +74,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48463,Uvalde,10082,7989,14,14,Released as a precinct as first report of the night,97,10342,97%,97% reported,edison,10,unknown,,10291,,,5968,3821,192,99,2,4519,3256,147,67,0,2021-02-22T19:42:16Z,21.29538,R+21,Cornyn +21,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48465,Val Verde,14968,11747,17,17,Released as a precinct as first report of the night,98,15272,98%,98% reported,edison,10,unknown,,12685,,,8103,6430,252,170,13,6280,5196,162,109,0,2021-02-22T19:42:01Z,11.17718,R+11,Cornyn +11,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48467,Van Zandt,25782,17038,19,19,Released as a precinct as first report of the night,99,25994,99%,99% reported,edison,10,unknown,,15091,,,22010,3374,282,107,9,14546,2279,162,51,0,2021-02-22T19:41:50Z,72.28299,R+72,Cornyn +72,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48469,Victoria,33692,27580,35,35,Released as a precinct as first report of the night,99,34188,99%,99% reported,edison,10,unknown,,29340,,,23144,9834,524,172,18,18830,8251,374,125,0,2021-02-22T20:08:43Z,39.50493,R+40,Cornyn +40,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48471,Walker,23477,19347,17,17,Released as a precinct as first report of the night,99,23612,99%,99% reported,edison,10,unknown,,16785,,,15480,7414,449,133,1,12661,6276,314,96,0,2021-02-22T20:08:55Z,34.35703,R+34,Cornyn +34,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48473,Waller,22458,18981,21,21,Released as a precinct as first report of the night,99,22734,99%,99% reported,edison,10,some,,15909,,,14219,7725,394,120,,12127,6488,282,84,,2020-11-28T14:44:21Z,28.9162,R+29,Cornyn +29,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48475,Ward,3941,3037,9,9,Released as a precinct as first report of the night,97,4060,97%,97% reported,edison,10,unknown,,3020,,,3138,725,61,16,1,2440,547,39,11,0,2021-02-22T19:41:36Z,61.22811,R+61,Cornyn +61,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48477,Washington,17280,14398,22,22,Released as a precinct as first report of the night,99,17418,99%,99% reported,edison,10,all,,15246,,,12988,4017,223,51,1,10763,3444,156,35,0,2021-02-22T19:41:17Z,51.91551,R+52,Cornyn +52,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48479,Webb,66393,51881,70,70,Released as a precinct as first report of the night,97,68397,97%,97% reported,edison,10,some,,48936,,,23153,40822,1246,1103,69,17885,32304,914,732,46,2021-02-22T19:41:09Z,26.61275,D+27,Hegar +27,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48481,Wharton,16621,14385,13,13,Released as a precinct as first report of the night,99,16761,99%,99% reported,edison,10,unknown,,14576,,,11832,4513,204,70,2,10397,3766,164,58,0,2021-02-22T19:40:54Z,44.03465,R+44,Cornyn +44,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48483,Wheeler,2281,1598,11,11,Released as a precinct as first report of the night,98,2337,98%,98% reported,edison,10,unknown,,1640,,,2079,165,26,11,0,1457,118,17,6,0,2021-02-22T19:40:40Z,83.91057,R+84,Cornyn +84,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48485,Wichita,45281,37127,62,62,Released as a precinct as first report of the night,98,46030,98%,98% reported,edison,10,some,,45995,,,31626,12399,997,259,,26142,10115,690,180,,2021-02-22T19:40:24Z,42.46152,R+42,Cornyn +42,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48487,Wilbarger,4419,3664,5,5,Released as a precinct as first report of the night,98,4524,98%,98% reported,edison,10,unknown,,4072,,,3473,874,54,18,0,2907,703,43,11,0,2021-02-22T19:37:05Z,58.81421,R+59,Cornyn +59,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48489,Willacy,5289,3408,17,17,Released as a precinct as first report of the night,95,5549,95%,95% reported,edison,10,unknown,,3321,,,2183,2968,85,53,,1359,1974,46,29,,2021-02-22T20:09:09Z,14.84213,D+15,Hegar +15,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48491,Williamson,283807,256593,58,58,Released as a precinct as first report of the night,98,289312,98%,98% reported,edison,10,all,,172960,,,142391,133783,6123,1492,18,126717,123747,4939,1190,0,2021-01-27T16:55:22Z,3.03305,R+3,Cornyn +3,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48493,Wilson,24697,20661,17,17,Released as a precinct as first report of the night,99,25013,99%,99% reported,edison,10,unknown,,17031,,,18327,5943,309,118,,15177,5164,232,88,,2020-11-27T14:56:50Z,50.14374,R+50,Cornyn +50,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48495,Winkler,2096,1447,6,6,Released as a precinct as first report of the night,99,2126,99%,99% reported,edison,10,unknown,,1480,,,1714,338,30,12,2,1172,251,18,6,0,2021-02-22T19:36:41Z,65.64885,R+66,Cornyn +66,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48497,Wise,31999,27070,26,26,Released as a precinct as first report of the night,99,32362,99%,99% reported,edison,10,unknown,,19355,,,26630,4644,563,162,,22605,3932,420,113,,2021-01-08T20:14:51Z,68.7084,R+69,Cornyn +69,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48499,Wood,22470,19189,14,14,Released as a precinct as first report of the night,99,22779,99%,99% reported,edison,10,unknown,,14753,,,18757,3318,306,87,2,15985,2910,230,64,0,2021-02-22T19:36:32Z,68.70939,R+69,Cornyn +69,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48501,Yoakum,2599,2105,7,7,Released as a precinct as first report of the night,99,2631,99%,99% reported,edison,10,unknown,,2155,,,2153,387,38,21,0,1778,284,28,15,0,2021-02-22T20:09:24Z,67.94921,R+68,Cornyn +68,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48503,Young,8109,6992,10,10,Released as a precinct as first report of the night,98,8239,98%,98% reported,edison,10,unknown,,9164,,,6996,967,120,26,0,6055,823,94,20,0,2021-02-22T20:09:36Z,74.34949,R+74,Cornyn +74,republican,cornynj,texas,2021-05-06T16:48:45.371090Z
48505,Zapata,3377,2172,8,8,Released as a precinct as first report of the night,87,3874,87%,87% reported,edison,10,unknown,,3125,,,1454,1821,52,50,0,931,1192,26,23,0,2021-02-22T20:09:49Z,10.86763,D+11,Hegar +11,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
48507,Zavala,3994,2756,6,6,Released as a precinct as first report of the night,91,4379,91%,91% reported,edison,10,unknown,,3597,,,1232,2633,72,57,0,751,1940,36,29,0,2021-02-22T20:10:01Z,35.07762,D+35,Hegar +35,democrat,hegarm,texas,2021-05-06T16:48:45.371090Z
